"Trend1","{4= https://assets2.razerzone.com/images/og-image/razer-deathadder-v3-pro-og-image.png, 6= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/banner-Lamzu-Atlantis.jpg?v, 11= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/banner-Pulsar-x2.jpg?v, 19= https://i.ytimg.com/vi/NAhF2ZZatSM/maxresdefault.jpg, 31= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/banner_Series_One_Pro.jpg?v, 49= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/chuot-khong-day-sieu-nhe-finalmouse-starlight-pro-tenz_4.jpg?v, 74= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/Pulsar_x_Bruce_Lee_ES1_gaming_mouse_pad_XL_01_98c2cabe-0c7b-4672-b47a-be5cf9c20bb6.jpg?v}"
"Trend2","{64= https://lzd-img-global.slatic.net/g/p/c1a8813b9d516aaf80a069f97adbc702.jpg_2200x2200q80.jpg_.webp, 9= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 10= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 11= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 12= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 13= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 14= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 15= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-cung-1500x1500.jpg?v, 69= https://cdn.shopify.com/s/files/1/0248/5223/4312/products/PulsarSuperglideGlassMousepad_Red_XL_010_1_1200x1200.jpg?v=1676011710, 43= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/pad-mem-1500x1500.jpg?v}"
"Trend3","{83= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/GMMK2-1500x1000.jpg?v, 86= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/V2-GMMK-pro-1500x1000.jpg?v, 90= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/keycap-1500x1000.jpg?v, 101= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/Minila-r-1500x1500.jpg?v, 103= https://cdn.shopify.com/s/files/1/0636/9044/0949/files/V30Filco-convertible-3-1500x1500.jpg?v}"
